,normal,crowd,hlight,shadow,noline,arrow,curve,cross,night
vitt,0.01875532977283001,0.017933417111635208,0.017156366258859634,0.015228240750730038,0.018532972782850266,0.01905723661184311,0.016062689945101738,0.0,0.01474710926413536
